,Job Title,Company,City,State
19816,Senior Information Security and Compliance Specialist,Informatic Technologies,Warren,NJ
19817,VDI Engineer,"Apex Systems, Inc",Austin,TX
19818,Senior (VDI) Healthcare Project Manager,DKKD INC aka DKKD Staffing,Beresford,SD
19819,Oracle Fusion HRMS/HCM Consultant,"HTC Global Services, Inc.",Charlotte,NC
19820,OAF Developer,GlobalSource IT,Phoenix,AZ
19821,Java Hadoop Server Side Software Engineer,JMD Partners,New York,NY
19822,Sr. .Net Developer,"Kellton Tech, Inc",Nashville,TN
19823,Middleware and Application Analyst,TeamSoft,Oshkosh,WI
19824,Technical Writer,FOURANS LLC,Trenton,NJ
19825,JR Project manager Volcker /derivatives,Lenmar Consulting,Jersey City,NJ
19826,SAP CRM Lead,Principle Solutions Group,Cincinnati,OH
19827,Salesforce Developer - Direct Hire / Fulltime / Perm,Cynet Systems,San Antonio,TX
19828,Oracle EBS Functional / Finance focus,Confidential Company,Florence,KY
19829,Desktop Support Technical Analyst Baltimore,Jab-Tek,Baltimore,MD
19830,Java Developer (UCH),West Coast Consulting LLC,Plano,TX
19831,Cost Accountant,Nesco Resource,Dallas,TX
19832,Java Developer,Hyatt Leader,New York,NY
19833,Java Developer II,Nesco Resource,Fort Worth,TX
19834,Sr. Quality Assurance QA Engineer,Dimensional Thinking,Atlanta,GA
19835,Windows Administrator - Deployment,Goahead Solutions,Columbus,OH
19836,Linux Engineer,SEDC,Atlanta,GA
19837,Senior Software Engineer,"Telliris, a Division of DAC Systems",Shelton,CT
19838,Tanium Consultant,TSymmetry,Raleigh,NC
19839,Senior Java Developer,Futures Group IT LLC.,Atlanta,GA
19840,Telecommunications Officer,Avery Associates,Long Beach,CA
19841,Sr. Network Engineer (Extensive BCG no fake profiles),"Valiantica, Inc",Rtp,NC
19842,"Software System Architect C++ & Embedded @ St. Petersburg, FL",Technosoft Corporation,St. Petersburg,FL
19843,Senior/Principal UI Software Engineers,ENTEGEE,Austin,TX
19844,Active Directory Engineer,HALLMARK GLOBAL TECHNOLOGIES INC,Dallas,TX
19845,Documentum Lead,IT People Corporation,Los Angeles,CA
19846,Java Developer,"HTC Global Services, Inc.",Madison,WI
19847,Front-End Developer,"Apex Systems, Inc",Austin,TX
19848,Mulesoft Developer,Enterprise Solutions,Gulfport,MS
19849,Telecom OSS Tester (NO C2C),AptoNet Inc,Cherry Hill,NJ
19850,YANG Software Engineer - Can Work Remotely,Datavision Inc,San Jose,CA
19851,Full Stack Software Engineer 180K+,JMD Partners,New York,NY
19852,PeopleSoft Front Office Business Analyst,Jab-Tek,Atlanta,GA
19853,Sr. iOS Developer,Psinapse Technology,San Francisco,CA
19854,Guidewire Architect,TeamSoft,Madison,WI
19855,Data Analyst - Process Automation,TeamSoft,Madison,WI
19856,Java Application Developer,BrainTree Consulting Inc,Auburn Hills,MI
19857,Hadoop Architect,"Saama Technologies, Inc.",Campbell,CA
19858,PeopleSoft Developer,"HyperGen, Inc.",Raleigh,NC
19859,MONITORING ENGINEER,CPS Comtech,Elkhorn,NE
19860,System Administrator,Sage IT Inc,Salt Lake City,UT
19861,Project Manager (EPMO),"Sacc, Inc.",Franklin Lakes,NJ
19862,BI Developer Lead,Dimensional Thinking,New York,NY
19863,Operations Center Officer,Avery Associates,Long Beach,CA
19864,Java Integration Developer,Hastings Mutual Insurance Company,Hastings,MI
19865,Systems Engineer,Direct Technology,Roseville,CA
19866,PeopleSoft Architect - Campus Solutions Direct Hire,TeamSoft,Madison,WI
19867,AWS REDSHIFT ENGINEER,CPS Comtech,Manhattan,NY
19868,PeopleSoft Training Specialist,TSymmetry,Arlington,VA
19869,Agile ScrumMaster/Coach,SolutionsIQ,Seattle,WA
19870,Customer Service Representative,Global Data Consultants,York,PA
19871,EDD Analyst 000957,"OUTSOURCE Consulting Services, Inc",Santa Clara,CA
19872,JavaScript Developer,"Capitol Search, LTD",Herndon,VA
19873,Solutions Designer,"Euronet Worldwide, Inc.",Leawood,KS
19874,Sr. System Analyst - 12506,"Maxonic, Inc.",San Jose,CA
19875,Cell Biology and Mass Spectrometry Researcher,Concinnity Group,Santa Clara,CA
19876,Sr. iOS Developer,Optima Global Solutions,San Francisco,CA
19877,"Need:Senior .NET Developer - St Louis , MO - 6 Months to Hire - CTH",Sovereign Technologies,Saint Louis,MO
19878,QA Manager,Advance Search,Pleasant Prairie,WI
19879,DB2 DBA,Tegnosis LLC,New York,NY
19880,PMP Project Manager,JMD Partners,New York,NY
19881,Security Architect,TSymmetry,Reston,VA
19882,JAVA APPLICATIONS PROGRAMMER,"University of California, Davis",Davis,CA
19883,Tableau Sr. Analyst /Lead,Tekskills Inc.,Atlanta,GA
19884,Cognos QA Tester,ABOTTS Consulting inc,Phoenix,AZ
19885,"Business Analyst - Salaried Consultant (Health Benefits, 401K, PTO)",TeamSoft,Madison,WI
19886,Senior DevOps Engineer,JMD Partners,New York,NY
19887,Technical Project Manager,"JBA, International LLC",Los Angeles,CA
19888,Enterprise MDM Expert (Master/Big Data w/Consulting Experience),Paragon Solutions Inc.,Cranford,NJ
19889,Market Data Modeler/DeveloperPython/SQL,Futures Group IT LLC.,New York,NY
19890,Oracle JD Edwards Pre-Sales/Solution Manager,Terminal Contacts LLC,Columbus,OH
19891,Presentation Specialist @ Warren NJ,Kani Solutions,Warren,NJ
19892,Senior MicroStrategy Developer,Dimensional Thinking,Atlanta,GA
19893,Senior Business Systems Analyst - Tulsa,Certus Solutions LLC,Tulsa,OK
19894,Product Marketing Specialist,Informatic Technologies,Piscataway,NJ
19895,IT Systems Analyst,"Apex Systems, Inc",San Antonio,TX
19896,Linux Systems Administrator,"Apex Systems, Inc",Radford,VA
19897,Oracle DRM/DRG,"Saama Technologies, Inc.",Foster City,CA
19898,Technical Support Engineer (Level 2),"Techlink, Inc.",Stamford,CT
19899,BPM (Appian) Business Solutions Architect,Concinnity Group,San Francisco,CA
19900,QA Engineer,Z-Tech Solutions,Richardson,TX
19901,Junior/Mid-level Developer,Infrastructure Technologies,Albuquerque,NM
19902,HR Business Analyst,"Apex Systems, Inc",Atlanta,GA
19903,Marketing Operations Project Manager,Whataburger,San Antonio,TX
19904,Service Delivery Engineer,Tech Providers Inc.,Atlanta,GA
19905,Application penetration testing,BrainTree Consulting Inc,Miami,FL
19906,Storage Solution Engineer,Xoriant Corporation,Santa Clara,CA
19907,Kony Mobile Application Developer,Remote ITC,Parsippany,NJ
19908,Project Financial Analyst/Project Coordinator - 000935,"OUTSOURCE Consulting Services, Inc",San Francisco,CA
19909,BI Developer: MS SQL/SSRS + MEDICAL ECONOMICS / Risk Adjustment / HCC,KORE1,Irvine,CA
19910,Project Coordinator - Ditigal Channels,Goahead Solutions,San Francisco,CA
19911,Work Management Planner,Impact Business Group,Jackson,MI
19912,Informatica ETL Architect,Goahead Solutions,Southborough,MA
19913,Data Analytics Consultant,"HTC Global Services, Inc.",Madison,WI
19914,SR. JAVA Engineer,Collabera,Atlanta,GA
19915,Senior Backend Engineer,Psinapse Technology,San Francisco,CA
19916,Active Directory GPO Expert,"Encode, Inc.",Quincy,MA
19917,Senior Software Developer,Futures Group IT LLC.,Jersey City,NJ
19918,Architect-Data Virtualization,Nespon,Charlotte,NC
19919,Business Intelligence/SSAS Developer,"SinglePoint Staffing, Inc.",Richmond,VA
19920,Junior SQL DBA,Information Technology Coalition Inc,Kearneysville,WV
19921,Sr. Unix Administrator needed in Cleveland Ohio,Trinity Recruiting Group,Cleveland,OH
19922,Middleware Administrator (Permanent Position),Trinity Globaltech,Irwindale,CA
19923,Systems Engineer II,Data Resource Technologies,Greenwood Village,CO
19924,Business Systems Analyst,"Paramount Software Solutions, Inc",Atlanta,GA
19925,Adobe Captivate,Performixbiz,Minneapolis,MN
19926,Linux Engineer,HALLMARK GLOBAL TECHNOLOGIES INC,Jersey City,NJ
19927,Linux consultant,Data ERP Sys LLC,Santa Clara,CA
19928,Developer,Data Resource Technologies,Atlanta,GA
19929,Security Engineer,"Cybersearch, Ltd.",Atlanta,GA
19930,Senior Network Administrator/DevOps System Engineer,PLANET TECHNOLOGIES,Washington,DC
19931,Front end javascript Developer,NetPace,San Jose,CA
19932,FICO BLAZE Advisor Developer / Analyst,Informatic Technologies,Chicago,IL
19933,Python Developer,Latitude36 Inc,Sunnyvale,CA
19934,Property Accountant,Palace Gate Corporation,Chicago,IL
19935,Business Systems Analyst,Xconic,Sunnyvale,CA
19936,Senior Alteryx Designer/Developer,Collabera,Chicago,IL
19937,Sr. Front-End / Angular Web Developer,Infusion,New York,NY
19938,Senior Wireless Project Consultant,DynTek,Las Vegas,NV
19939,Software QA Engineer,Xoriant Corporation,Santa Clara,CA
19940,Peoplesoft HCM Time & labor Consultant,"Agile Global Solutions, Inc",Washington,DC
19941,Sr. iOS Developer,Data Resource Technologies,Jersey City,NJ
19942,TIBCO Engineer,"Charter Global, Inc.",Long Island City,NY
19943,SharePoint Analyst/Developer,TeamSoft,Madison,WI
19944,System Engineer,"Tcognition, Inc",Richmond,VA
19945,Software Development Engineer - 3819,iSoftStone,Redmond,WA
19946,Oracle DBA / Oracle Database Administrator,Infowave Systems,Springfield,MA
19947,Sr. Android Developer,Psinapse Technology,San Francisco,CA
19948,Siebel Developer,Rootshell Enterprise Technologies Inc.,San Jose,CA
19949,Sr. ETL/SOA/MDM Developer,Sapvix,Chicago,IL
19950,Desktop Support,TeamSoft,Madison,WI
19951,Developer,Data Resource Technologies,Atlanta,GA
19952,Perl developer with Java,Vedainfo Inc.,Stamford,CT
19953,Systems Admin,"Apex Systems, Inc",Eugene,OR
19954,Information Systems Manager,Intercity Transit,Olympia,WA
19955,Clinical Systems Support,Direct Technology,Sacramento,CA
19956,Microsoft Dynamic CRM Consultant,Informatic Technologies,Bridgewater,NJ
19957,Angular Developer,"Capitol Search, LTD",Herndon,VA
19958,SQL Developer,EJR Search Partners,Greenwich,CT
19959,Integration Consultant/Integration Architect,Resource Management International Inc.,Chicago,IL
19960,Senior Oracle Application Developer,,Roselle,IL
19961,Technical Project Manager with Financial sector exp,Forsos Incorporated,Santa Rosa,CA
19962,iOS XP Technical Coach/Developer,SolutionsIQ,Seattle,WA
19963,"Full Time Software Tester with ASP ,Net",ACI Infotech,Sunnyvale,CA
19964,Linux Administrator,Expert Technical Solutions,Smyrna,GA
19965,QA Automation Engineer,Central Point Partners,Denver,CO
19966,Python Engineer,Futures Group IT LLC.,New York,NY
19967,Infrastructure Engineer,Tech Mahindra (Americas) Inc.,Carson City,NV
19968,DevOps Architect,HALLMARK GLOBAL TECHNOLOGIES INC,New York,NY
19969,Oracle HCM Cloud (Fusion HCM) Consultant,eVerge Group,Dallas,TX
19970,Desktop Support Technical Analyst Dallas TX,Jab-Tek,Dallas,TX
19971,Jr Level Software Engineer Opportunity - Machine Learning,LexisNexis,Raleigh,NC
19972,Senior Web Developer,Hastings Mutual Insurance Company,Hastings,MI
19973,UI/UX Developer,"Paramount Software Solutions, Inc",Dauphin,PA
19974,CAD Support Technician,"Apex Systems, Inc",Austin,TX
19975,Storage Engineer,"InSource, Inc.",Eagan,MN
19976,Citrix Engineer,"Apex Systems, Inc",Austin,TX
19977,Backend Web Developer Position,"Configuration Management, Inc.",Holmdel,NJ
19978,Application Lead,Dimensional Thinking,Alpharetta,GA
19979,Lead IT Security Specialis,"MetaSense, Inc.",Lyndhurst,NJ
19980,Sr. Automation Tester - Performance testing experience required,UDig,Richmond,VA
19981,Debug Test Project Manager,Axelerate,Bellevue,WA
19982,MONITORING ENGINEER,CPS Comtech,East Brunswick,NJ
19983,Data Analyst - Healthcare,Goahead Solutions,Boston,MA
19984,Linux Engineer,"ITaccel, Inc.",New York City,NY
19985,.Net developer,Data Resource Technologies,Blue Ash,OH
19986,Sr. ETL Developer / Data Integration Engineer,Nagarro Inc,Spokane,WA
19987,Voice Test Engineer,Datavision Inc,Moorestown,NJ
19988,Customer Support Specialist,TeamSoft,Madison,WI
19989,Virtualization SME (Vmware & Oracle SPARC),"Pyramid Consulting, Inc.",Irving,TX
19990,Managing Consultant,"Forsythe Technology, Inc.",Falls Church,VA
19991,Senior Software Engineer,"Computer Aid, Inc.",Rockville,MD
19992,Java Developers,Platform Staffing Group,Grand Rapids,MI
19993,BI Data Engineer,Axelerate,Bothell,WA
19994,Cloud Developer,IT People Corporation,Hartford,CT
19995,"IT Director, Infrastructure & Operations",Apple Leisure Group,Addison,TX
19996,.Net Lead,Mindtree Limited,Santa Clara,CA
19997,Project Manager Volcker Expert,Lenmar Consulting,New York City,NY
19998,Solution Design Consultant,IDC Technologies,Pasadena,CA
19999,Security Controls and Compliance Analyst,TeamSoft,Madison,WI
20000,Sr. .Net Developer,Concinnity Group,Dallas,TX
20001,Senior Network Engineer,Oakridge Staffing,New York,NY
20002,Systems Administrator I,eDataWorld,Albuquerque,NM
20003,"Graphics/Video Programmer (OpenGL, FFMPEG, AVLIB)",Renewed Vision,Alpharetta,GA
20004,Client Services Account Coordinator,Aries Systems Corporation,North Andover,MA
20005,Oracle EBS Resource with focus on Configurator,Confidential Company,Florence,KY
20006,Full Stack Java Developer,CODEFORCE 360,Portland,OR
20007,Network Engineer,aquesst,Duluth,GA
20008,Sr. Engineer,Signet,San Jose,CA
20009,Mid-Level BI Developer,"Apex Systems, Inc",San Antonio,TX
20010,High Frequency Trading System Developer- Philadelphia- Full Time!,Futures Group IT LLC.,Philadelphia,PA
20011,IT Security Architect,"Vizient, Inc.",Irving,TX
20012,"Network Engineer - Chicago, IL or Tucson, AZ",MDA,Chicago,IL
20013,"AVP, Business Intelligence",Endurance Services Limited,Purchase,NY
20014,Infrastructure Engineer - Networking and Telephony,Dimensional Thinking,Alpharetta,GA
20015,Global Sales Program Manager,Bay Area Techworkers,Mountain View,CA
20016,Linux System Administrator,Verys,Irvine,CA
20017,Java/UI Developer,"Fourth Technologies, Inc.",Columbus,OH
20018,Web Developer,"Apex Systems, Inc",San Antonio,TX
20019,PeopleSoft HR Business Analyst Functional with SQL i,Jab-Tek,Atlanta,GA
20020,Hadoop Bigdata Consultant,"iQuadra Information Services, LLC",Charlotte,NC
20021,Analyst/Tester Mid Level Active Secret Clearance,AINS,Crystal City,VA
20022,Python Developer,"Synthesis Systems, Inc.",Austin,TX
20023,Systems Engineer III - Linux,Douglas County School District,Castle Rock,CO
20024,Desktop Support Specialist,DBI Staffing,Philadelphia,PA
20025,PM w/PMP,AppleOne,Orlando,FL
20026,Windows Administrator - VMWare,Goahead Solutions,Columbus,OH
20027,Web Applications Architect,Concinnity Group,Dallas,TX
20028,Project Manager,GNet Group,Saint Paul,MN
20029,SOA Expert,Ohm Systems,Merrillville,IN
20030,SAP PP MM SD Functional Business Application Analyst,Synergies Plus Resources,Troy,MI
20031,Sr. Technical Project Manager (Data Center),ResourceXperts,Roseville,CA
20032,Solutions Architect - E-commerce,TeamSoft,Madison,WI
20033,Front End BI Analytics & Visualization Developer,Simplion Technologies Inc,Houston,TX
20034,Software Engineer - ASP.NET / C# / SQL Server,Aries Systems Corporation,North Andover,MA
20035,Systems Analyst,Veritude,Smithfield,RI
20036,IBM-BPM Developer,"Sterling 5, Inc.",Minneapolis,MN
20037,E-Lending Consultant - SME,TeamSoft,Madison,WI
20038,Cyber Security Engineer,Foxhole Technology,Fort Meade,MD
20039,DevOps / AWS Engineer 175K+,JMD Partners,New York,NY
20040,Project Manager/Reporting,Neos Consulting,Austin,TX
20041,Information Security Administrator (CISSP),Ascend It Staffing,Manhattan,NY
20042,Crystal Report with Investran,Spectra Group,Princeton,NJ
20043,Help Desk Support,A3logics.us,Brisbane,CA
20044,Senior Programmer Analyst - Cloverleaf,TeamSoft,Indianapolis,IN
20045,Design Engineer III,"3i People, Inc.",Atlanta,GA
20046,.Net Developer,TSymmetry,Chantilly,VA
20047,Information Security Manager,"SinglePoint Staffing, Inc.",Chantilly,VA
20048,Project Manager - IT Infrastructure,Goahead Solutions,Columbus,OH
20049,Software Engineer,"Capitol Search, LTD",Reston,VA
20050,Patching Engineer,"Prism, Inc.",Arlington,VA
20051,Datastage Administrator,Tech Mahindra (Americas) Inc.,San Ramon,CA
20052,HR Compliance Analyst - 000937,"OUTSOURCE Consulting Services, Inc",Santa Clara,CA
20053,IT Service Engineer,Information Technology Coalition Inc,Rockville,MD
20054,QT Applications Programmer,Idol Minds LLC,Westminster,CO
20055,iOS Developer,Reliable Software Resources,Ann Arbor,MI
20056,CRA Compliance Manager,Mindtree Limited,Pasadena,CA
20057,Repair Services Associate,"Sunrise Systems, Inc.",Hauppauge,NY
20058,Database Guardium Consultant,Goahead Solutions,Phoenix,AZ
20059,Cloud Services Engineer,HALLMARK GLOBAL TECHNOLOGIES INC,Fort Worth,TX
20060,Project Manager,Altimetrik,Santa Clara,CA
20061,Mobile Developer (iOS or Android),KinectHQ,Hollywood,CA
20062,Java Developer,Dice Demo - National Accounts,New York,NY
20063,Salesforce Marketing Cloud (or) SFMC Consultant,Silicon Staff Inc,San Francisco,CA
20064,Network Security Engineer,"International Cruise & Excursion Gallery, Inc.",Scottsdale,AZ
20065,DevOps Consultant,TeamSoft,Madison,WI
20066,Business Analyst,"Apex Systems, Inc",Atlanta,GA
20067,Linux Administrator / Junior Developer,Technology Search International,Sunnyvale,CA
20068,"Python Developer with financial exp @ Columbus,OH & NYC,NY",Kani Solutions,Columbus,OH
20069,SAP Automation Testing Specialist,Concinnity Group,San Antonio,TX
20070,Peoplesoft infrastructure Migration Consultant,Vprime Services,Corning,NY
20071,Java Developer with Drools,Srinav Inc.,Lafayette,LA
20072,Scala/Akka/Play Developer,Naztec International Group LLC,Miami,FL
20073,Network Engineer,Mindteck,Boulder,CO
20074,Technical Lead,"NSD International, Inc.",Jersey City,NJ
20075,Project Manager / IV&V Subject Matter Expert,Business Intelligence Inc,Washington,DC
20076,Tririga Consultant,HALLMARK GLOBAL TECHNOLOGIES INC,Washington,DC
20077,Oracle Logistics WMS FUNTIONAL RESOURCE,Confidential Company,Florence,KY
20078,Web Data Analyst,"Paramount Software Solutions, Inc",Colorado Springs,CO
20079,Sr. (Liferay) Software Developer,UST Global Inc,Alpharetta,GA
20080,RedShift Architect,Vedainfo Inc.,Atlanta,GA
20081,DevOps Engineer 175K+,JMD Partners,New York,NY
20082,"Associate Director, Information Security Engineering &Risk Management",Tufts University,Medford,MA
20083,Brand Content Director,Whataburger,San Antonio,TX
20084,NOC Engineer,Talent Fusion by Monster,Chicago,IL
20085,"Web Developer - Full-stack, .net, API, MVC",Whataburger,San Antonio,TX
20086,Software Engineer,"Telliris, a Division of DAC Systems",Shelton,CT
20087,Information Systems Architect: Senior Fellow,Ohm Systems,Wilkes-barre,PA
